Rank,Geographic Area,2019
759,"Herriman, Utah","51,348"
760,"Grand Island, Nebraska","51,267"
761,"Placentia, California","51,233"
762,"La Crosse, Wisconsin","51,227"
763,"Battle Creek, Michigan","51,093"
764,"Beaumont, California","51,063"
765,"Collierville town, Tennessee","51,040"
766,"West Lafayette, Indiana","50,996"
767,"Florissant, Missouri","50,952"
768,"Hoffman Estates village, Illinois","50,932"
769,"Joplin, Missouri","50,925"
770,"Queen Creek town, Arizona","50,890"
771,"Aliso Viejo, California","50,887"
772,"Kannapolis, North Carolina","50,841"
773,"Methuen Town, Massachusetts","50,706"
774,"Galveston, Texas","50,446"
775,"Mishawaka, Indiana","50,363"
776,"Plainfield, New Jersey","50,317"
777,"Newark, Ohio","50,315"
778,"Stillwater, Oklahoma","50,299"
779,"Twin Falls, Idaho","50,197"
780,"Texas City, Texas","50,094"
781,"Cerritos, California","49,859"
782,"Coral Gables, Florida","49,700"
783,"Enid, Oklahoma","49,688"
784,"Lakewood, Ohio","49,678"
785,"Troy, New York","49,154"
786,"Saginaw, Michigan","48,115"
787,"Niagara Falls, New York","47,720"
788,"Charleston, West Virginia","46,536"
